ingredient_name,time_stamp,product_title,price,unit,measure,unit_price,badage_rocket,url,image
진(양조)간장,2024-08-01 20:10:56,"쉐프원 진간장 13L, 1개",21980,100,ml,169,,https://www.coupang.com/vp/products/7196421572?itemId=18180298196&vendorItemId=90044742573,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4772/8edad727e15d04a9b212e92903759ccf556200376e1a3ee450e4011a34c6.png
진간장,2024-08-01 20:10:57,"쉐프원 진간장 13L, 1개",21980,100,ml,169,,https://www.coupang.com/vp/products/7196421572?itemId=18180298196&vendorItemId=90044742573,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4772/8edad727e15d04a9b212e92903759ccf556200376e1a3ee450e4011a34c6.png
진라면,2024-08-01 20:10:58,"오뚜기 진라면 순한맛, 40개",22240,1,개,556,로켓배송,https://www.coupang.com/vp/products/5587102353?itemId=18625876573&vendorItemId=3054766842,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/62299814265832-5b179d6e-6ae5-4f8b-acc7-fe8b595d20b2.png
쪽파,2024-08-01 20:10:59,"전라도 무안 황토밭.당일 수확 발송. 흙쪽파 1단 1.5kg 내외 수확 발송, 1개, 전라도 무안 흙쪽파1단 (1.5kg 내외)",16500,100,g,1100,,https://www.coupang.com/vp/products/7759520712?itemId=20921831614&vendorItemId=87988668439,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7c38/826d8c80ced93c124e5c2cc04b2615e9fd7a6f01a1173fc62e8ae96acb59.jpg
참기름,2024-08-01 20:11:01,"오뚜기 옛날 참기름, 500ml, 2개",12960,10,ml,130,로켓배송,https://www.coupang.com/vp/products/7235432441?itemId=3019599468&vendorItemId=84993756491,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/23216967116250-75176dd3-1ee2-4a21-91d2-1cc92583c6b8.jpg
참기름 1숟가락,2024-08-01 20:11:02,"오뚜기 일회용 참기름 4.5mlx1000개입(한박스), 4.5ml, 1000개",126430,10,ml,281,,https://www.coupang.com/vp/products/6609931796?itemId=13160438855&vendorItemId=78432075801,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/aa9e/922c71b9d6761e660df36466356a7cd7901b1837b476e1a8b7ccfee1a44b.jpg
참깨,2024-08-01 20:11:03,"대구농산 씻어나온 볶은참깨, 2kg, 1통",18980,100,g,949,로켓배송,https://www.coupang.com/vp/products/1667161685?itemId=2840569126&vendorItemId=70829944677,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/316782230414351-876ced41-ce45-4dbe-8c7c-94e22c1b506d.jpg
참깨 또는 들깻가루,2024-08-01 20:11:04,"대현상회 국산 볶은참깨 들깨가루 세트, 200g, 2개",30300,,,999999999,,https://www.coupang.com/vp/products/6172304330?itemId=12056687847&vendorItemId=79221150454,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7c04/88fa34a70288bcc472ab0ce7d9491fbc07a00dbae240660afd33ea25d690.jpg
참치 통조림,2024-08-01 20:11:05,"사조참치 살코기 안심따개, 150g, 12개",19500,10,g,108,로켓배송,https://www.coupang.com/vp/products/6858666780?itemId=6143586872&vendorItemId=84994381912,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8448191832891649-610524a6-92ba-496b-9155-ef518d0680de.jpg
참치액,2024-08-01 20:11:06,"사조 참치액, 2.1L, 2개",22700,10,ml,54,로켓배송,https://www.coupang.com/vp/products/8179794047?itemId=20404491435&vendorItemId=85760514037,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1a0edbe1-73fa-44b3-b561-3f6a867703a95018413528174038520.png
찹쌀가루,2024-08-01 20:11:08,"우영식품 찹쌀가루, 1kg, 2개",10920,100,g,546,로켓배송,https://www.coupang.com/vp/products/5334616293?itemId=18797886768&vendorItemId=85928747248,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9ecfaacf-c1fa-4b55-bdb6-5d2a3c9e31c11373962342578945040.png
천일염,2024-08-01 20:11:09,"베트남 천일염 서해 식용 수입 소금 20 kg, 20kg, 1개",18360,100,g,92,로켓배송,https://www.coupang.com/vp/products/7598091427?itemId=20092631837&vendorItemId=87875020025,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/32fe/800d5f0d40a1104c3754215f75d62be476b631ce33b7f80c12391baa5f8e.png
청고추,2024-08-01 20:11:10,"맛있게 매운 청양고추, 청양고추(상) 2kg, 1개",15310,100,g,766,,https://www.coupang.com/vp/products/4877639595?itemId=3754188463&vendorItemId=71739309925,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/df69/714b2129c797db5fc723d7ab822aa623c9c1434ed4dbd27f9a82602c7ace.jpg
